State,name,site_name,collection_date,bcov_recovery,Influenza_A_gc_g_dry_weight,Influenza_A_gc_g_dry_weight_lci,Influenza_A_gc_g_dry_weight_uci,PMMoV_gc_g_dry_weight,PMMoV_gc_g_dry_weight_lci,PMMoV_gc_g_dry_weight_uci
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/7,1.486,67469.6657,55028.57457,78098.50029,1.62E+09,1.57E+09,1.69E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/8,1.322,48726.13699,43099.9159,54904.43173,3.10E+09,3.04E+09,3.17E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/10,1.132,53519.29583,48462.45104,58576.64718,1.07E+09,9.71E+08,1.18E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/14,1.331,78942.69347,71965.46519,85948.86743,1.61E+09,1.60E+09,1.63E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/15,1.059,54080.07757,46454.2423,61080.61471,1.27E+09,1.21E+09,1.34E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/17,0.551,125061.4937,115449.1029,134658.7996,1.11E+09,8.47E+08,1.40E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/21,1.714,47711.6991,40260.49449,55164.07812,1.60E+09,1.56E+09,1.63E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/22,1.473,66836.49803,58602.66408,73603.8234,1.32E+09,1.24E+09,1.39E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/24,1.182,73592.03507,66759.98933,80899.48585,1.25E+09,1.16E+09,1.35E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/28,1.158,78718.90067,64582.18495,93832.71533,1.97E+09,1.94E+09,1.99E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/11/29,1.131,40833.90669,36428.18992,45581.74462,1.79E+09,1.77E+09,1.81E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/1,1.749,93107.08141,79566.26742,107382.5387,1.52E+09,9.73E+08,2.12E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/5,1.223,32056.96673,27828.09376,36427.48013,8.70E+08,8.42E+08,8.96E+08
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/6,1.481,32319.62712,26164.08986,37669.2959,2.53E+09,2.38E+09,2.71E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/8,1.299,33520.44501,29903.83658,37417.88671,1.09E+09,1.01E+09,1.17E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/12,1.556,31755.58438,27567.90035,36347.91435,1.44E+09,1.42E+09,1.46E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/13,1.498,30902.85892,26489.25781,35781.81312,1.71E+09,1.69E+09,1.73E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/15,2.015,26960.66046,23003.30342,31118.90413,1.26E+09,1.21E+09,1.32E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/19,0.841,14905.16251,12268.81922,17895.14026,1.71E+09,1.66E+09,1.77E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/20,1.471,12446.58214,10032.26699,15220.38468,1.23E+09,1.16E+09,1.30E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/25,1.662,20803.4118,16522.97477,24961.07817,1.56E+09,1.54E+09,1.58E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2022/12/26,1.139,47378.91092,38460.73681,55920.06048,2.45E+09,2.35E+09,2.56E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/2,1.441,14067.27321,11084.82955,17542.22515,1.49E+09,1.47E+09,1.51E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/3,0.999,29114.80599,24049.36817,34847.17342,7.65E+09,7.52E+09,7.78E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/5,1.132,9150.36285,7099.90451,11478.33585,1.14E+09,1.09E+09,1.19E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/9,1.242,0,0,0,1.27E+09,1.06E+09,1.48E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/10,1.074,12032.1663,5324.336761,20743.244,9.38E+08,6.99E+08,1.22E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/12,1.558,9769.910565,6239.372424,13898.69427,1.68E+09,1.64E+09,1.73E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/16,1.539,3470.666426,1846.408485,5543.582123,1.60E+09,1.57E+09,1.63E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/17,1.167,7429.781713,2385.83555,11475.66971,1.74E+09,1.66E+09,1.80E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/19,1.691,3992.664459,2468.53654,5481.564254,6.09E+08,5.69E+08,6.58E+08
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/23,1.042,0,0,0,1.16E+09,1.08E+09,1.23E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/24,1.225,1838.597878,574.7013622,3147.709565,1.11E+09,1.10E+09,1.13E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/26,1.217,1543.025264,467.3151175,2641.685274,2.30E+09,2.24E+09,2.36E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/1/30,1.236,1706.199593,886.649036,2921.043401,1.71E+09,1.69E+09,1.73E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/1,1.317,3817.074588,2542.68863,5459.585697,1.13E+09,1.09E+09,1.17E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/2,0.868,0,0,0,1.28E+09,1.27E+09,1.29E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/6,1.159,0,0,0,1.22E+09,1.21E+09,1.24E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/8,1.321,2018.484885,617.3813367,3455.678864,1.52E+09,1.35E+09,1.69E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/9,6.376,0,0,0,7.98E+08,5.78E+08,1.07E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/13,0.856,0,0,0,1.79E+09,1.69E+09,1.89E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/14,0.854,0,0,0,1.71E+09,1.67E+09,1.76E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/16,0.74,3219.801711,1974.363912,4903.820523,1.56E+09,1.38E+09,1.74E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/21,1.312,0,0,0,1.23E+09,1.20E+09,1.26E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/22,1.441,0,0,0,1.40E+09,1.27E+09,1.51E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/23,1.568,0,0,0,1.52E+09,1.41E+09,1.64E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/2/27,1.65,0,0,0,1.73E+09,1.69E+09,1.76E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/1,1.284,0,0,0,1.52E+09,1.51E+09,1.54E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/2,1.502,0,0,0,1.62E+09,1.58E+09,1.67E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/6,0.888,0,0,0,8.88E+08,6.48E+08,1.13E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/7,1.665,0,0,0,1.52E+09,1.44E+09,1.59E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/9,0.945,0,0,0,1.84E+09,1.80E+09,1.87E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/14,1.398,0,0,0,1.14E+09,1.10E+09,1.18E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/15,1.532,0,0,0,1.26E+09,1.22E+09,1.29E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/16,1.375,0,0,0,1.48E+09,1.46E+09,1.50E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/21,1.489,0,0,0,1.64E+09,1.62E+09,1.66E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/22,2.766,0,0,0,1.43E+09,1.30E+09,1.56E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/23,1.539,3380.378087,2302.161693,4727.944691,1.01E+09,9.96E+08,1.03E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/27,1.019,0,0,0,1.47E+09,1.45E+09,1.49E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/28,1.944,0,0,0,1.81E+09,1.73E+09,1.90E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/3/30,1.279,0,0,0,2.01E+09,1.96E+09,2.05E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/3,1.457,1787.347979,879.5774784,2854.868364,8.95E+08,8.10E+08,9.87E+08
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/4,1.377,0,0,0,9.03E+08,8.91E+08,9.16E+08
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/6,1.158,12579.49733,10390.87724,15056.28579,1.17E+09,1.06E+09,1.27E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/11,2.771,0,0,0,1.25E+09,1.21E+09,1.29E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/12,0.955,0,0,0,1.44E+09,1.38E+09,1.50E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/13,0.889,1296.92289,673.9627648,2220.355787,1.39E+09,1.38E+09,1.41E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/18,1.329,0,0,0,1.45E+09,1.33E+09,1.57E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/19,0.652,0,0,0,1.87E+09,1.85E+09,1.89E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/20,1.823,0,0,0,1.78E+09,1.71E+09,1.84E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/24,1.069,0,0,0,1.65E+09,1.51E+09,1.79E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/25,0.961,0,0,0,1.48E+09,1.47E+09,1.50E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/26,1.338,0,0,0,1.68E+09,1.63E+09,1.72E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/4/30,1.299,0,0,0,1.68E+09,1.64E+09,1.73E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/1,1.4,0,0,0,1.83E+09,1.81E+09,1.86E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/2,1.228,0,0,0,2.09E+09,1.98E+09,2.21E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/6,1.853,2080.191742,1080.999705,3561.321151,1.68E+09,1.65E+09,1.70E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/7,0.933,0,0,0,1.28E+09,1.26E+09,1.30E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/10,1.828,0,0,0,1.16E+09,1.13E+09,1.19E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/16,1.038,0,0,0,1.42E+09,1.41E+09,1.44E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/17,1.244,0,0,0,1.18E+09,1.16E+09,1.19E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/18,1.564,0,0,0,1.19E+09,1.15E+09,1.23E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/20,1.541,0,0,0,1.71E+09,1.63E+09,1.79E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/21,1.349,0,0,0,1.59E+09,1.55E+09,1.63E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/23,1.378,0,0,0,1.60E+09,1.50E+09,1.71E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/24,1.349,0,0,0,1.63E+09,1.61E+09,1.64E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/30,1.644,0,0,0,7.42E+09,6.70E+09,8.19E+09
CA,"Santa Rosa, CA","City of Santa Rosa, Laguna Treatment Plant",2023/5/31,1.489,0,0,0,1.11E+09,1.01E+09,1.21E+09
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/8/8,0.694,0,0,0,2.45E+08,2.22E+08,2.67E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/8/15,1.436,0,0,0,1.44E+08,1.38E+08,1.51E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/8/16,1.074,0,0,0,3.44E+08,3.21E+08,3.67E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/8/17,0.685,0,0,0,3.75E+08,3.65E+08,3.85E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/8/22,1.071,0,0,0,2.72E+08,2.19E+08,3.26E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/8/23,1.03,0,0,0,4.51E+08,4.21E+08,4.80E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/8/24,1.411,0,0,0,4.54E+08,4.32E+08,4.74E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/8/29,0.666,0,0,0,4.11E+08,4.00E+08,4.23E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/8/30,0.824,0,0,0,6.41E+08,6.18E+08,6.65E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/8/31,0.795,0,0,0,5.21E+08,4.77E+08,5.65E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/9/6,1.25,0,0,0,2.81E+08,2.72E+08,2.90E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/9/7,2.201,0,0,0,6.12E+08,4.60E+08,7.74E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/9/8,0.838,9603.031062,5976.363846,13539.54447,6.13E+08,5.89E+08,6.40E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/9/12,1.1,0,0,0,1.94E+09,1.83E+09,2.05E+09
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/9/13,1.555,0,0,0,1.76E+08,1.68E+08,1.84E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/9/19,1.089,0,0,0,1.40E+08,1.33E+08,1.46E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/9/20,1.251,0,0,0,3.14E+08,2.99E+08,3.30E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/9/26,0.93,0,0,0,3.16E+08,2.82E+08,3.52E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/9/27,1.478,0,0,0,5.56E+08,5.42E+08,5.70E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/9/28,3.024,0,0,0,1.99E+08,1.92E+08,2.05E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/3,1.183,0,0,0,5.55E+08,5.32E+08,5.78E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/4,1.764,0,0,0,5.26E+08,4.89E+08,5.63E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/5,0.892,0,0,0,1.05E+09,1.03E+09,1.07E+09
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/10,0.854,7345.454545,2800,11915.15152,3.31E+08,3.18E+08,3.43E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/11,0.981,4319.911861,2239.358285,6579.29291,2.38E+08,1.90E+08,2.83E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/12,1.406,4275.581351,1310.71828,7319.859332,5.58E+08,4.91E+08,6.30E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/17,0.821,0,0,0,4.60E+08,3.99E+08,5.32E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/18,1.208,0,0,0,3.47E+08,3.25E+08,3.70E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/19,2.144,0,0,0,4.20E+08,4.02E+08,4.37E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/24,1.086,0,0,0,5.53E+08,5.38E+08,5.69E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/25,1.271,5707.40556,3481.668361,8692.475075,4.82E+08,4.61E+08,5.02E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/10/26,1.342,3033.208153,1539.472865,4844.835826,3.22E+08,3.06E+08,3.38E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/1,1.569,5072.77002,2555.277944,8102.56054,6.69E+08,6.51E+08,6.88E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/2,1.901,27837.71605,19342.72175,35387.63772,1.79E+09,1.75E+09,1.84E+09
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/7,1.17,9083.802458,6423.367624,12276.93972,1.54E+08,1.36E+08,1.72E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/8,1.804,15842.8472,11974.75886,20465.90957,3.92E+08,3.81E+08,4.04E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/9,0.942,20192.40698,15802.52489,25329.64865,2.07E+08,1.73E+08,2.46E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/14,1.265,31664.25493,25865.50536,38272.02761,5.52E+08,4.75E+08,6.24E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/15,1.123,56163.73427,48197.69985,64633.53018,2.30E+08,2.21E+08,2.39E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/16,0.647,76592.44537,66673.03244,87451.73613,4.03E+08,3.12E+08,4.98E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/21,0.907,27501.94829,20717.16293,34756.56207,2.10E+08,1.72E+08,2.53E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/22,1.321,71842.72215,62698.83918,81836.70044,3.73E+08,3.61E+08,3.86E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/23,1.102,39059.81063,33003.68627,45816.27845,4.09E+08,3.93E+08,4.26E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/28,1.557,47345.89685,39145.0545,56499.24397,7.33E+08,4.79E+08,9.78E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/29,0.951,58942.84447,49559.64783,69443.27057,4.08E+08,3.74E+08,4.48E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/11/30,1.167,357316.5611,328617.6894,386164.2626,6.32E+08,6.11E+08,6.54E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/12/5,1.447,72875.1995,63599.93185,83012.76533,2.60E+08,2.40E+08,2.77E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/12/6,1.1,152615.1021,138445.9245,167477.4438,4.14E+08,4.01E+08,4.26E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/12/7,1.301,240230.5779,219145.9161,262616.1046,5.39E+08,4.58E+08,6.11E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/12/12,1.362,48789.04169,35154.51316,59995.11372,3.02E+08,2.88E+08,3.15E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/12/13,0.902,115994.9861,96884.44395,142017.6223,2.60E+08,2.48E+08,2.71E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/12/14,1.28,78017.54464,68332.02829,88579.30663,2.42E+08,2.30E+08,2.54E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/12/20,0.832,47822.73574,39634.58942,57068.31338,8.52E+08,5.34E+08,1.22E+09
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/12/21,1.585,131260.6759,110918.855,150343.0197,5.02E+08,4.86E+08,5.17E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2022/12/22,0.692,64904.54409,56498.79243,74106.76612,4.49E+08,3.96E+08,5.02E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/3,1.381,12509.93824,8589.159219,16312.25531,2.13E+08,2.05E+08,2.21E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/4,1.353,32901.88849,25511.92206,44162.01136,8.75E+08,8.55E+08,8.94E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/5,0.54,27860.52394,20937.69388,38148.59684,1.68E+08,1.55E+08,1.80E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/10,1.64,13494.52007,9658.370378,18075.73606,1.79E+08,1.72E+08,1.86E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/11,0.928,21955.06488,15126.55138,30279.88203,1.73E+08,1.47E+08,1.98E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/12,0.69,5721.323379,2487.296272,8804.086289,2.65E+08,2.56E+08,2.75E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/17,1.233,16325.31354,11454.79327,22413.173,1.99E+08,1.89E+08,2.09E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/18,3.233,7581.160214,5022.28261,9988.971337,1.44E+08,1.28E+08,1.60E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/19,0.611,22201.61941,17245.14111,28028.1444,2.52E+08,2.42E+08,2.63E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/24,1.334,16534.30679,12497.39708,21359.14202,5.81E+08,4.53E+08,7.01E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/25,0.967,11184.07413,7450.115446,15996.62911,4.54E+08,4.37E+08,4.70E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/26,0.811,0,0,0,3.47E+08,3.34E+08,3.59E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/1/31,1.24,0,0,0,3.54E+08,3.03E+08,3.97E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/1,1.749,0,0,0,2.56E+08,2.26E+08,2.86E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/3,1.065,7175.239048,4120.347777,11460.77989,3.36E+08,2.91E+08,3.80E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/7,1.087,0,0,0,3.34E+08,2.98E+08,3.71E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/8,1.305,0,0,0,2.29E+08,2.13E+08,2.46E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/9,1.402,0,0,0,2.38E+08,2.25E+08,2.50E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/14,1.114,0,0,0,2.25E+08,2.10E+08,2.40E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/15,1.162,0,0,0,3.34E+08,2.97E+08,3.76E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/16,1.569,3532.837037,1785.369416,5642.894174,2.98E+08,2.58E+08,3.40E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/21,1.027,0,0,0,2.11E+08,1.99E+08,2.24E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/22,1.176,5316.214234,1699.425865,9101.452781,8.35E+08,8.07E+08,8.64E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/23,0.122,0,0,0,1.94E+07,9.34E+06,2.98E+07
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/2/28,1.117,4887.00383,2382.997369,7985.633353,3.92E+08,3.46E+08,4.50E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/3/1,1.148,0,0,0,4.47E+08,4.34E+08,4.61E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/3/27,1.107,0,0,0,3.87E+08,3.70E+08,4.05E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/3/28,0.815,0,0,0,2.06E+08,1.99E+08,2.13E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/3/29,1.953,0,0,0,4.10E+08,3.66E+08,4.66E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/4/4,1.405,0,0,0,2.82E+08,2.73E+08,2.90E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/4/5,1.014,0,0,0,5.10E+08,4.95E+08,5.25E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/4/11,0.927,0,0,0,4.64E+08,4.36E+08,4.94E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/4/12,0.921,3122.476895,1622.63781,5345.727316,2.19E+08,1.87E+08,2.53E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/4/13,1.712,0,0,0,2.24E+08,2.15E+08,2.33E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/4/17,1.112,0,0,0,5.63E+08,5.46E+08,5.80E+08
CA,"Sausalito, CA",Sausalito-Marin City Sanitary District,2023/4/18,1.663,0,0,0,6.96E+08,6.66E+08,7.24E+08
